source_id,airport_code,name,airport_size
2402,GES,General Santos International Airport,medium_airport
2397,MNL,Ninoy Aquino International Airport,large_airport
3670,DFW,Dallas Fort Worth International Airport,large_airport
3988,EZE,Minister Pistarini International Airport,large_airport
3988,EZE,Minister Pistarini International Airport,large_airport
3797,JFK,John F Kennedy International Airport,large_airport
4362,ARH,Talagi Airport,medium_airport
4362,ARH,Talagi Airport,medium_airport
4362,ARH,Talagi Airport,medium_airport
6110,CSH,Solovki Airport,small_airport
2949,MMK,Murmansk Airport,medium_airport
2949,MMK,Murmansk Airport,medium_airport
663,TOS,"Tromsø Airport, Langnes",large_airport
4369,USK,Usinsk Airport,medium_airport
29,YBK,Baker Lake Airport,medium_airport
29,YBK,Baker Lake Airport,medium_airport
5487,YCS,Chesterfield Inlet Airport,small_airport
5487,YCS,Chesterfield Inlet Airport,small_airport
50,YEK,Arviat Airport,small_airport
50,YEK,Arviat Airport,small_airport
132,YRT,Rankin Inlet Airport,medium_airport
132,YRT,Rankin Inlet Airport,medium_airport
132,YRT,Rankin Inlet Airport,medium_airport
132,YRT,Rankin Inlet Airport,medium_airport
132,YRT,Rankin Inlet Airport,medium_airport
141,YTH,Thompson Airport,medium_airport
160,YWG,Winnipeg / James Armstrong Richardson International Airport,large_airport
160,YWG,Winnipeg / James Armstrong Richardson International Airport,large_airport
5534,YXN,Whale Cove Airport,small_airport
187,YYQ,Churchill Airport,medium_airport
187,YYQ,Churchill Airport,medium_airport
187,YYQ,Churchill Airport,medium_airport
187,YYQ,Churchill Airport,medium_airport
41,YZS,Coral Harbour Airport,medium_airport
41,YZS,Coral Harbour Airport,medium_airport
55,YFB,Iqaluit Airport,medium_airport
5509,YLC,Kimmirut Airport,small_airport
7177,ABL,Ambler Airport,medium_airport
7177,ABL,Ambler Airport,medium_airport
7220,AIN,Wainwright Airport,medium_airport
7220,AIN,Wainwright Airport,medium_airport
7217,AKI,Akiak Airport,small_airport
7217,AKI,Akiak Airport,small_airport
5967,ANI,Aniak Airport,medium_airport
5967,ANI,Aniak Airport,medium_airport
5967,ANI,Aniak Airport,medium_airport
5967,ANI,Aniak Airport,medium_airport
5967,ANI,Aniak Airport,medium_airport
6713,ANV,Anvik Airport,medium_airport
6713,ANV,Anvik Airport,medium_airport
6714,ATK,Atqasuk Edward Burnell Sr Memorial Airport,medium_airport
6714,ATK,Atqasuk Edward Burnell Sr Memorial Airport,medium_airport
4385,ATT,Atmautluak Airport,small_airport
7199,AUK,Alakanuk Airport,small_airport
7199,AUK,Alakanuk Airport,small_airport
3599,BET,Bethel Airport,medium_airport
3599,BET,Bethel Airport,medium_airport
3599,BET,Bethel Airport,medium_airport
3599,BET,Bethel Airport,medium_airport
3599,BET,Bethel Airport,medium_airport
3599,BET,Bethel Airport,medium_airport
3599,BET,Bethel Airport,medium_airport
3599,BET,Bethel Airport,medium_airport
3599,BET,Bethel Airport,medium_airport
3599,BET,Bethel Airport,medium_airport
3599,BET,Bethel Airport,medium_airport
3599,BET,Bethel Airport,medium_airport
3599,BET,Bethel Airport,medium_airport
3599,BET,Bethel Airport,medium_airport
3599,BET,Bethel Airport,medium_airport
3599,BET,Bethel Airport,medium_airport
7178,BKC,Buckland Airport,small_airport
7178,BKC,Buckland Airport,small_airport
3571,BRW,Wiley Post Will Rogers Memorial Airport,medium_airport
3571,BRW,Wiley Post Will Rogers Memorial Airport,medium_airport
3571,BRW,Wiley Post Will Rogers Memorial Airport,medium_airport
3571,BRW,Wiley Post Will Rogers Memorial Airport,medium_airport
3411,BTI,Barter Island Long Range Radar Station Airport,medium_airport
3411,BTI,Barter Island Long Range Radar Station Airport,medium_airport
7091,CHU,Chuathbaluk Airport,small_airport
7238,CKD,Crooked Creek Airport,small_airport
7238,CKD,Crooked Creek Airport,small_airport
6960,CYF,Chefornak Airport,small_airport
6960,CYF,Chefornak Airport,small_airport
6755,DRG,Deering Airport,medium_airport
6755,DRG,Deering Airport,medium_airport
7093,EEK,Eek Airport,small_airport
7184,ELI,Elim Airport,small_airport
7184,ELI,Elim Airport,small_airport
7087,EMK,Emmonak Airport,medium_airport
7087,EMK,Emmonak Airport,medium_airport
3832,FAI,Fairbanks International Airport,medium_airport
3832,FAI,Fairbanks International Airport,medium_airport
3420,FYU,Fort Yukon Airport,medium_airport
3420,FYU,Fort Yukon Airport,medium_airport
3764,GAL,Edward G. Pitka Sr Airport,medium_airport
3764,GAL,Edward G. Pitka Sr Airport,medium_airport
3764,GAL,Edward G. Pitka Sr Airport,medium_airport
3764,GAL,Edward G. Pitka Sr Airport,medium_airport
6715,GAM,Gambell Airport,medium_airport
6715,GAM,Gambell Airport,medium_airport
7185,GLV,Golovin Airport,small_airport
7185,GLV,Golovin Airport,small_airport
5962,HCR,Holy Cross Airport,medium_airport
5962,HCR,Holy Cross Airport,medium_airport
6716,HPB,Hooper Bay Airport,small_airport
6716,HPB,Hooper Bay Airport,small_airport
7108,HSL,Huslia Airport,medium_airport
7108,HSL,Huslia Airport,medium_airport
7179,IAN,Bob Baker Memorial Airport,medium_airport
7179,IAN,Bob Baker Memorial Airport,medium_airport
6717,KAL,Kaltag Airport,small_airport
6717,KAL,Kaltag Airport,small_airport
7219,KGX,Grayling Airport,small_airport
7219,KGX,Grayling Airport,small_airport
7190,KKA,Koyuk Alfred Adams Airport,small_airport
7190,KKA,Koyuk Alfred Adams Airport,small_airport
7190,KKA,Koyuk Alfred Adams Airport,small_airport
7213,KKH,Kongiganak Airport,small_airport
7213,KKH,Kongiganak Airport,small_airport
9742,KKI,Akiachak Airport,small_airport
9742,KKI,Akiachak Airport,small_airport
5964,KLG,Kalskag Airport,small_airport
5964,KLG,Kalskag Airport,small_airport
5964,KLG,Kalskag Airport,small_airport
7207,KOT,Kotlik Airport,small_airport
7207,KOT,Kotlik Airport,small_airport
7207,KOT,Kotlik Airport,small_airport
7201,KPN,Kipnuk Airport,small_airport
7201,KPN,Kipnuk Airport,small_airport
6718,KSM,St Mary's Airport,small_airport
6718,KSM,St Mary's Airport,small_airport
6718,KSM,St Mary's Airport,small_airport
7183,KTS,Brevig Mission Airport,small_airport
7183,KTS,Brevig Mission Airport,small_airport
7094,KUK,Kasigluk Airport,small_airport
6719,KVL,Kivalina Airport,small_airport
7096,KWK,Kwigillingok Airport,small_airport
7096,KWK,Kwigillingok Airport,small_airport
7096,KWK,Kwigillingok Airport,small_airport
7206,KWN,Quinhagak Airport,small_airport
7206,KWN,Quinhagak Airport,small_airport
7095,KWT,Kwethluk Airport,small_airport
7095,KWT,Kwethluk Airport,small_airport
7208,KYU,Koyukuk Airport,small_airport
7097,MLL,Marshall Don Hunter Sr Airport,small_airport
5966,MOU,Mountain Village Airport,small_airport
5966,MOU,Mountain Village Airport,small_airport
6720,MYU,Mekoryuk Airport,medium_airport
8199,NME,Nightmute Airport,small_airport
8199,NME,Nightmute Airport,small_airport
7092,NUI,Nuiqsut Airport,medium_airport
7092,NUI,Nuiqsut Airport,medium_airport
7111,NUL,Nulato Airport,small_airport
7111,NUL,Nulato Airport,small_airport
7212,NUP,Nunapitchuk Airport,small_airport
7180,OBU,Kobuk Airport,small_airport
7180,OBU,Kobuk Airport,small_airport
3615,OME,Nome Airport,medium_airport
3615,OME,Nome Airport,medium_airport
3615,OME,Nome Airport,medium_airport
3615,OME,Nome Airport,medium_airport
3615,OME,Nome Airport,medium_airport
3615,OME,Nome Airport,medium_airport
3615,OME,Nome Airport,medium_airport
3615,OME,Nome Airport,medium_airport
3615,OME,Nome Airport,medium_airport
3615,OME,Nome Airport,medium_airport
3615,OME,Nome Airport,medium_airport
3615,OME,Nome Airport,medium_airport
8200,OOK,Toksook Bay Airport,small_airport
8200,OOK,Toksook Bay Airport,small_airport
7181,ORV,Robert (Bob) Curtis Memorial Airport,small_airport
7181,ORV,Robert (Bob) Curtis Memorial Airport,small_airport
3693,OTZ,Ralph Wien Memorial Airport,medium_airport
3693,OTZ,Ralph Wien Memorial Airport,medium_airport
3693,OTZ,Ralph Wien Memorial Airport,medium_airport
3693,OTZ,Ralph Wien Memorial Airport,medium_airport
3693,OTZ,Ralph Wien Memorial Airport,medium_airport
3693,OTZ,Ralph Wien Memorial Airport,medium_airport
3693,OTZ,Ralph Wien Memorial Airport,medium_airport
3693,OTZ,Ralph Wien Memorial Airport,medium_airport
3693,OTZ,Ralph Wien Memorial Airport,medium_airport
6721,PHO,Point Hope Airport,small_airport
6721,PHO,Point Hope Airport,small_airport
3414,PIZ,Point Lay LRRS Airport,medium_airport
3414,PIZ,Point Lay LRRS Airport,medium_airport
7216,PQS,Pilot Station Airport,small_airport
7216,PQS,Pilot Station Airport,small_airport
6722,RBY,Ruby Airport,medium_airport
6722,RBY,Ruby Airport,medium_airport
7239,RDV,Red Devil Airport,small_airport
7098,RSH,Russian Mission Airport,small_airport
7098,RSH,Russian Mission Airport,small_airport
7098,RSH,Russian Mission Airport,small_airport
3620,SCC,Deadhorse Airport,medium_airport
3620,SCC,Deadhorse Airport,medium_airport
7209,SCM,Scammon Bay Airport,small_airport
7117,SHG,Shungnak Airport,small_airport
6723,SHH,Shishmaref Airport,small_airport
6723,SHH,Shishmaref Airport,small_airport
7090,SHX,Shageluk Airport,small_airport
7090,SHX,Shageluk Airport,small_airport
7192,SKK,Shaktoolik Airport,small_airport
7192,SKK,Shaktoolik Airport,small_airport
7192,SKK,Shaktoolik Airport,small_airport
7240,SLQ,Sleetmute Airport,small_airport
7240,SLQ,Sleetmute Airport,small_airport
7191,SMK,St Michael Airport,small_airport
7191,SMK,St Michael Airport,small_airport
7241,SRV,Stony River 2 Airport,small_airport
6724,SVA,Savoonga Airport,medium_airport
6724,SVA,Savoonga Airport,medium_airport
7200,SXP,Nunam Iqua Airport,small_airport
7200,SXP,Nunam Iqua Airport,small_airport
7186,TLA,Teller Airport,small_airport
7186,TLA,Teller Airport,small_airport
7218,TLT,Tuluksak Airport,small_airport
7218,TLT,Tuluksak Airport,small_airport
8201,TNK,Tununak Airport,small_airport
6767,TOG,Togiak Airport,small_airport
7088,UNK,Unalakleet Airport,medium_airport
7088,UNK,Unalakleet Airport,medium_airport
5968,VAK,Chevak Airport,small_airport
5968,VAK,Chevak Airport,small_airport
7187,WAA,Wales Airport,small_airport
7187,WAA,Wales Airport,small_airport
7193,WBB,Stebbins Airport,small_airport
7193,WBB,Stebbins Airport,small_airport
7193,WBB,Stebbins Airport,small_airport
7193,WBB,Stebbins Airport,small_airport
7182,WLK,Selawik Airport,small_airport
7188,WMO,White Mountain Airport,small_airport
7188,WMO,White Mountain Airport,small_airport
6725,WTK,Noatak Airport,small_airport
7099,WTL,Tuntutuliak Airport,small_airport
8203,WWT,Mertarvik Airport,small_airport
3517,ACK,Nantucket Memorial Airport,medium_airport
4278,HYA,Cape Cod Gateway Airport,medium_airport
3039,AJL,Lengpui Airport,medium_airport
3039,AJL,Lengpui Airport,medium_airport
2994,AMD,Sardar Vallabh Bhai Patel International Airport,medium_airport
2179,AUH,Zayed International Airport,large_airport
3002,BHO,Raja Bhoj International Airport,medium_airport
3002,BHO,Raja Bhoj International Airport,medium_airport
3003,BHU,Bhavnagar Airport,medium_airport
3131,BLR,Kempegowda International Airport,large_airport
3131,BLR,Kempegowda International Airport,large_airport
3131,BLR,Kempegowda International Airport,large_airport
3131,BLR,Kempegowda International Airport,large_airport
3131,BLR,Kempegowda International Airport,large_airport
3131,BLR,Kempegowda International Airport,large_airport
3131,BLR,Kempegowda International Airport,large_airport
3131,BLR,Kempegowda International Airport,large_airport
3131,BLR,Kempegowda International Airport,large_airport
3131,BLR,Kempegowda International Airport,large_airport
3131,BLR,Kempegowda International Airport,large_airport
2997,BOM,Chhatrapati Shivaji International Airport,large_airport
2997,BOM,Chhatrapati Shivaji International Airport,large_airport
2997,BOM,Chhatrapati Shivaji International Airport,large_airport
2997,BOM,Chhatrapati Shivaji International Airport,large_airport
2997,BOM,Chhatrapati Shivaji International Airport,large_airport
2997,BOM,Chhatrapati Shivaji International Airport,large_airport
2997,BOM,Chhatrapati Shivaji International Airport,large_airport
2997,BOM,Chhatrapati Shivaji International Airport,large_airport
2997,BOM,Chhatrapati Shivaji International Airport,large_airport
2997,BOM,Chhatrapati Shivaji International Airport,large_airport
2997,BOM,Chhatrapati Shivaji International Airport,large_airport
2997,BOM,Chhatrapati Shivaji International Airport,large_airport
2997,BOM,Chhatrapati Shivaji International Airport,large_airport
3137,CCJ,Calicut International Airport,medium_airport
3043,CCU,Netaji Subhash Chandra Bose International Airport,large_airport
3043,CCU,Netaji Subhash Chandra Bose International Airport,large_airport
3043,CCU,Netaji Subhash Chandra Bose International Airport,large_airport
3043,CCU,Netaji Subhash Chandra Bose International Airport,large_airport
3043,CCU,Netaji Subhash Chandra Bose International Airport,large_airport
3043,CCU,Netaji Subhash Chandra Bose International Airport,large_airport
3043,CCU,Netaji Subhash Chandra Bose International Airport,large_airport
3043,CCU,Netaji Subhash Chandra Bose International Airport,large_airport
3043,CCU,Netaji Subhash Chandra Bose International Airport,large_airport
3043,CCU,Netaji Subhash Chandra Bose International Airport,large_airport
3043,CCU,Netaji Subhash Chandra Bose International Airport,large_airport
3135,CJB,Coimbatore International Airport,medium_airport
3135,CJB,Coimbatore International Airport,medium_airport
3135,CJB,Coimbatore International Airport,medium_airport
3136,COK,Cochin International Airport,large_airport
3136,COK,Cochin International Airport,large_airport
3093,DEL,Indira Gandhi International Airport,large_airport
3093,DEL,Indira Gandhi International Airport,large_airport
3093,DEL,Indira Gandhi International Airport,large_airport
3093,DEL,Indira Gandhi International Airport,large_airport
3093,DEL,Indira Gandhi International Airport,large_airport
3093,DEL,Indira Gandhi International Airport,large_airport
3093,DEL,Indira Gandhi International Airport,large_airport
3093,DEL,Indira Gandhi International Airport,large_airport
3093,DEL,Indira Gandhi International Airport,large_airport
3093,DEL,Indira Gandhi International Airport,large_airport
3093,DEL,Indira Gandhi International Airport,large_airport
3093,DEL,Indira Gandhi International Airport,large_airport
3093,DEL,Indira Gandhi International Airport,large_airport
3093,DEL,Indira Gandhi International Airport,large_airport
3093,DEL,Indira Gandhi International Airport,large_airport
3057,DIB,Dibrugarh Airport,medium_airport
5711,DIU,Diu Airport,small_airport
6173,GAU,Lokpriya Gopinath Bordoloi International Airport,medium_airport
6173,GAU,Lokpriya Gopinath Bordoloi International Airport,medium_airport
6173,GAU,Lokpriya Gopinath Bordoloi International Airport,medium_airport
6173,GAU,Lokpriya Gopinath Bordoloi International Airport,medium_airport
6173,GAU,Lokpriya Gopinath Bordoloi International Airport,medium_airport
6173,GAU,Lokpriya Gopinath Bordoloi International Airport,medium_airport
3007,GOI,Dabolim Airport,large_airport
6741,GOP,Gorakhpur Airport,medium_airport
3008,IDR,Devi Ahilyabai Holkar Airport,medium_airport
3008,IDR,Devi Ahilyabai Holkar Airport,medium_airport
3008,IDR,Devi Ahilyabai Holkar Airport,medium_airport
3050,IMF,Imphal Airport,medium_airport
3038,IXA,Agartala - Maharaja Bir Bikram Airport,medium_airport
3089,IXC,Chandigarh International Airport,medium_airport
3100,IXJ,Jammu Airport,medium_airport
3142,IXM,Madurai Airport,medium_airport
3063,IXR,Birsa Munda Airport,medium_airport
3063,IXR,Birsa Munda Airport,medium_airport
3055,IXS,Silchar Airport,medium_airport
3055,IXS,Silchar Airport,medium_airport
3146,IXZ,Veer Savarkar International Airport / INS Utkrosh,medium_airport
3098,JAI,Jaipur International Airport,medium_airport
3097,JDH,Jodhpur Airport,medium_airport
3304,KUL,Kuala Lumpur International Airport,large_airport
3304,KUL,Kuala Lumpur International Airport,large_airport
3304,KUL,Kuala Lumpur International Airport,large_airport
3304,KUL,Kuala Lumpur International Airport,large_airport
3105,LKO,Chaudhary Charan Singh International Airport,medium_airport
3144,MAA,Chennai International Airport,large_airport
3144,MAA,Chennai International Airport,large_airport
3144,MAA,Chennai International Airport,large_airport
3144,MAA,Chennai International Airport,large_airport
3144,MAA,Chennai International Airport,large_airport
3144,MAA,Chennai International Airport,large_airport
3015,NAG,Dr. Babasaheb Ambedkar International Airport,medium_airport
4059,NBO,Jomo Kenyatta International Airport,large_airport
2279,NRT,Narita International Airport,large_airport
3061,PAT,Jay Prakash Narayan Airport,medium_airport
3018,PBD,Porbandar Airport,medium_airport
3017,PNQ,Pune Airport / Lohagaon Air Force Station,medium_airport
3017,PNQ,Pune Airport / Lohagaon Air Force Station,medium_airport
3019,RAJ,Rajkot Airport,medium_airport
3020,RPR,Swami Vivekananda Airport,medium_airport
3020,RPR,Swami Vivekananda Airport,medium_airport
3020,RPR,Swami Vivekananda Airport,medium_airport
3153,TRV,Thiruvananthapuram International Airport,large_airport
3153,TRV,Thiruvananthapuram International Airport,large_airport
3152,TRZ,Tiruchirappalli International Airport,medium_airport
3023,UDR,Maharana Pratap Airport,medium_airport
3023,UDR,Maharana Pratap Airport,medium_airport
3084,VNS,Lal Bahadur Shastri Airport,medium_airport
3084,VNS,Lal Bahadur Shastri Airport,medium_airport
3066,VTZ,Visakhapatnam Airport,medium_airport
3066,VTZ,Visakhapatnam Airport,medium_airport
737,ARN,Stockholm-Arlanda Airport,large_airport
3941,ATH,Athens Eleftherios Venizelos International Airport,large_airport
3941,ATH,Athens Eleftherios Venizelos International Airport,large_airport
609,CPH,Copenhagen Kastrup Airport,large_airport
1665,GVA,Geneva Cointrin International Airport,large_airport
644,OSL,"Oslo Airport, Gardermoen",large_airport
3752,PHL,Philadelphia International Airport,large_airport
1486,SKG,Thessaloniki Macedonia International Airport,large_airport
1486,SKG,Thessaloniki Macedonia International Airport,large_airport
4355,ABE,Lehigh Valley International Airport,medium_airport
3718,ABI,Abilene Regional Airport,medium_airport
4019,ABQ,Albuquerque International Sunport,large_airport
4019,ABQ,Albuquerque International Sunport,large_airport
4019,ABQ,Albuquerque International Sunport,large_airport
532,ABZ,Aberdeen Dyce Airport,medium_airport
248,ACC,Kotoka International Airport,large_airport
3700,ACT,Waco Regional Airport,medium_airport
3341,ADL,Adelaide International Airport,large_airport
3341,ADL,Adelaide International Airport,large_airport
3852,AEX,Alexandria International Airport,medium_airport
1230,AGP,Málaga-Costa del Sol Airport,large_airport
3658,AGS,Augusta Regional At Bush Field,medium_airport
1785,AGU,Jesús Terán Peredo International Airport,medium_airport
2006,AKL,Auckland International Airport,large_airport
2006,AKL,Auckland International Airport,large_airport
2006,AKL,Auckland International Airport,large_airport
3864,ALB,Albany International Airport,medium_airport
5718,ALO,Waterloo Regional Airport,medium_airport
3840,AMA,Rick Husband Amarillo International Airport,medium_airport
2170,AMM,Queen Alia International Airport,large_airport
2170,AMM,Queen Alia International Airport,large_airport
2170,AMM,Queen Alia International Airport,large_airport
580,AMS,Amsterdam Airport Schiphol,large_airport
3774,ANC,Ted Stevens Anchorage International Airport,large_airport
2802,AQP,Rodríguez Ballón International Airport,medium_airport
737,ARN,Stockholm-Arlanda Airport,large_airport
3838,ART,Watertown International Airport,medium_airport
3838,ART,Watertown International Airport,medium_airport
3319,ASP,Alice Springs Airport,medium_airport
3941,ATH,Athens Eleftherios Venizelos International Airport,large_airport
3682,ATL,Hartsfield Jackson Atlanta International Airport,large_airport
3682,ATL,Hartsfield Jackson Atlanta International Airport,large_airport
3682,ATL,Hartsfield Jackson Atlanta International Airport,large_airport
3682,ATL,Hartsfield Jackson Atlanta International Airport,large_airport
3682,ATL,Hartsfield Jackson Atlanta International Airport,large_airport
2179,AUH,Zayed International Airport,large_airport
2179,AUH,Zayed International Airport,large_airport
2179,AUH,Zayed International Airport,large_airport
2179,AUH,Zayed International Airport,large_airport
2179,AUH,Zayed International Airport,large_airport
2179,AUH,Zayed International Airport,large_airport
2179,AUH,Zayed International Airport,large_airport
2179,AUH,Zayed International Airport,large_airport
2179,AUH,Zayed International Airport,large_airport
3673,AUS,Austin Bergstrom International Airport,large_airport
4039,AZO,Kalamazoo Battle Creek International Airport,medium_airport
2057,BAH,Bahrain International Airport,large_airport
2057,BAH,Bahrain International Airport,large_airport
1218,BCN,Josep Tarradellas Barcelona-El Prat Airport,large_airport
3825,BDL,Bradley International Airport,large_airport
3825,BDL,Bradley International Airport,large_airport
3825,BDL,Bradley International Airport,large_airport
3558,BFL,Meadows Field,medium_airport
636,BGO,"Bergen Airport, Flesland",large_airport
3463,BGR,Bangor International Airport,medium_airport
3463,BGR,Bangor International Airport,medium_airport
467,BHD,George Best Belfast City Airport,medium_airport
3811,BHM,Birmingham-Shuttlesworth International Airport,medium_airport
1050,BJL,Banjul International Airport,large_airport
1538,BLQ,Bologna Guglielmo Marconi Airport,large_airport
3131,BLR,Kempegowda International Airport,large_airport
4037,BMI,Central Illinois Regional Airport at Bloomington-Normal,medium_airport
4037,BMI,Central Illinois Regional Airport at Bloomington-Normal,medium_airport
3690,BNA,Nashville International Airport,large_airport
3690,BNA,Nashville International Airport,large_airport
3690,BNA,Nashville International Airport,large_airport
3320,BNE,Brisbane International Airport,large_airport
3320,BNE,Brisbane International Airport,large_airport
3320,BNE,Brisbane International Airport,large_airport
3320,BNE,Brisbane International Airport,large_airport
3320,BNE,Brisbane International Airport,large_airport
3320,BNE,Brisbane International Airport,large_airport
3320,BNE,Brisbane International Airport,large_airport
3320,BNE,Brisbane International Airport,large_airport
3320,BNE,Brisbane International Airport,large_airport
3320,BNE,Brisbane International Airport,large_airport
2997,BOM,Chhatrapati Shivaji International Airport,large_airport
3448,BOS,Logan International Airport,large_airport
3448,BOS,Logan International Airport,large_airport
3448,BOS,Logan International Airport,large_airport
3448,BOS,Logan International Airport,large_airport
3448,BOS,Logan International Airport,large_airport
3448,BOS,Logan International Airport,large_airport
3448,BOS,Logan International Airport,large_airport
3448,BOS,Logan International Airport,large_airport
3612,BPT,Jack Brooks Regional Airport,medium_airport
3738,BRO,Brownsville South Padre Island International Airport,medium_airport
302,BRU,Brussels Airport,large_airport
1423,BSL,EuroAirport Basel-Mulhouse-Freiburg,large_airport
3846,BTR,Baton Rouge Metropolitan Airport,medium_airport
1489,BUD,Budapest Liszt Ferenc International Airport,large_airport
3820,BUF,Buffalo Niagara International Airport,large_airport
3820,BUF,Buffalo Niagara International Airport,large_airport
3820,BUF,Buffalo Niagara International Airport,large_airport
3644,BUR,Hollywood Burbank Airport,medium_airport
3644,BUR,Hollywood Burbank Airport,medium_airport
3644,BUR,Hollywood Burbank Airport,medium_airport
3849,BWI,Baltimore/Washington International Thurgood Marshall Airport,large_airport
3849,BWI,Baltimore/Washington International Thurgood Marshall Airport,large_airport
3849,BWI,Baltimore/Washington International Thurgood Marshall Airport,large_airport
3561,CAE,Columbia Metropolitan Airport,medium_airport
3561,CAE,Columbia Metropolitan Airport,medium_airport
4112,CAK,Akron Canton Regional Airport,medium_airport
3355,CBR,Canberra Airport,medium_airport
3355,CBR,Canberra Airport,medium_airport
3355,CBR,Canberra Airport,medium_airport
1382,CDG,Charles de Gaulle International Airport,large_airport
3578,CHA,Chattanooga Metropolitan Airport (Lovell Field),medium_airport
3578,CHA,Chattanooga Metropolitan Airport (Lovell Field),medium_airport
3578,CHA,Chattanooga Metropolitan Airport (Lovell Field),medium_airport
2009,CHC,Christchurch International Airport,large_airport
4015,CHO,Charlottesville Albemarle Airport,medium_airport
4015,CHO,Charlottesville Albemarle Airport,medium_airport
3806,CHS,Charleston International Airport,medium_airport
3806,CHS,Charleston International Airport,medium_airport
3806,CHS,Charleston International Airport,medium_airport
4043,CID,The Eastern Iowa Airport,medium_airport
4043,CID,The Eastern Iowa Airport,medium_airport
3486,CLE,Cleveland Hopkins International Airport,large_airport
3486,CLE,Cleveland Hopkins International Airport,large_airport
3486,CLE,Cleveland Hopkins International Airport,large_airport
3486,CLE,Cleveland Hopkins International Airport,large_airport
3715,CLL,Easterwood Field,medium_airport
3876,CLT,Charlotte Douglas International Airport,large_airport
3876,CLT,Charlotte Douglas International Airport,large_airport
3876,CLT,Charlotte Douglas International Airport,large_airport
3876,CLT,Charlotte Douglas International Airport,large_airport
3876,CLT,Charlotte Douglas International Airport,large_airport
3876,CLT,Charlotte Douglas International Airport,large_airport
3876,CLT,Charlotte Douglas International Airport,large_airport
3876,CLT,Charlotte Douglas International Airport,large_airport
3876,CLT,Charlotte Douglas International Airport,large_airport
3876,CLT,Charlotte Douglas International Airport,large_airport
3876,CLT,Charlotte Douglas International Airport,large_airport
3876,CLT,Charlotte Douglas International Airport,large_airport
3876,CLT,Charlotte Douglas International Airport,large_airport
3876,CLT,Charlotte Douglas International Airport,large_airport
3876,CLT,Charlotte Douglas International Airport,large_airport
3876,CLT,Charlotte Douglas International Airport,large_airport
3876,CLT,Charlotte Douglas International Airport,large_airport
3876,CLT,Charlotte Douglas International Airport,large_airport
3876,CLT,Charlotte Douglas International Airport,large_airport
3876,CLT,Charlotte Douglas International Airport,large_airport
3876,CLT,Charlotte Douglas International Airport,large_airport
3876,CLT,Charlotte Douglas International Airport,large_airport
3024,CMB,Bandaranaike International Colombo Airport,large_airport
3759,CMH,John Glenn Columbus International Airport,large_airport
3759,CMH,John Glenn Columbus International Airport,large_airport
3759,CMH,John Glenn Columbus International Airport,large_airport
3759,CMH,John Glenn Columbus International Airport,large_airport
3759,CMH,John Glenn Columbus International Airport,large_airport
3759,CMH,John Glenn Columbus International Airport,large_airport
4049,CMI,University of Illinois Willard Airport,medium_airport
4049,CMI,University of Illinois Willard Airport,medium_airport
3322,CNS,Cairns International Airport,medium_airport
3719,COU,Columbia Regional Airport,medium_airport
3719,COU,Columbia Regional Airport,medium_airport
609,CPH,Copenhagen Kastrup Airport,large_airport
797,CPT,Cape Town International Airport,large_airport
1797,CUU,General Roberto Fierro Villalobos International Airport,medium_airport
3488,CVG,Cincinnati Northern Kentucky International Airport,large_airport
3488,CVG,Cincinnati Northern Kentucky International Airport,large_airport
3488,CVG,Cincinnati Northern Kentucky International Airport,large_airport
3488,CVG,Cincinnati Northern Kentucky International Airport,large_airport
3488,CVG,Cincinnati Northern Kentucky International Airport,large_airport
3488,CVG,Cincinnati Northern Kentucky International Airport,large_airport
4045,CWA,Central Wisconsin Airport,medium_airport
3627,DAY,James M Cox Dayton International Airport,medium_airport
3627,DAY,James M Cox Dayton International Airport,medium_airport
3627,DAY,James M Cox Dayton International Airport,medium_airport
3627,DAY,James M Cox Dayton International Airport,medium_airport
4388,DBQ,Dubuque Regional Airport,medium_airport
3520,DCA,Ronald Reagan Washington National Airport,large_airport
3520,DCA,Ronald Reagan Washington National Airport,large_airport
3520,DCA,Ronald Reagan Washington National Airport,large_airport
3520,DCA,Ronald Reagan Washington National Airport,large_airport
3520,DCA,Ronald Reagan Washington National Airport,large_airport
3520,DCA,Ronald Reagan Washington National Airport,large_airport
3520,DCA,Ronald Reagan Washington National Airport,large_airport
3520,DCA,Ronald Reagan Washington National Airport,large_airport
3520,DCA,Ronald Reagan Washington National Airport,large_airport
3520,DCA,Ronald Reagan Washington National Airport,large_airport
3520,DCA,Ronald Reagan Washington National Airport,large_airport
3520,DCA,Ronald Reagan Washington National Airport,large_airport
3520,DCA,Ronald Reagan Washington National Airport,large_airport
3520,DCA,Ronald Reagan Washington National Airport,large_airport
3520,DCA,Ronald Reagan Washington National Airport,large_airport
3520,DCA,Ronald Reagan Washington National Airport,large_airport
3520,DCA,Ronald Reagan Washington National Airport,large_airport
3520,DCA,Ronald Reagan Washington National Airport,large_airport
3520,DCA,Ronald Reagan Washington National Airport,large_airport
3520,DCA,Ronald Reagan Washington National Airport,large_airport
3520,DCA,Ronald Reagan Washington National Airport,large_airport
3520,DCA,Ronald Reagan Washington National Airport,large_airport
3520,DCA,Ronald Reagan Washington National Airport,large_airport
3520,DCA,Ronald Reagan Washington National Airport,large_airport
3520,DCA,Ronald Reagan Washington National Airport,large_airport
3520,DCA,Ronald Reagan Washington National Airport,large_airport
